Category,COST ACCOUNT,ITEM,U.O.M.,FOUN.,GF,FF,SF,TF,FOF,RF,BUDGET QTY,ENG. QTY
NCO ELECTRICAL,S1.P3.NCO.13.1.4,"Wires and Cables, including uPVC sleeves and RMC conduits",,,  ,  ,  ,  ,  ,, -   ,  
NCO ELECTRICAL,S1.P3.NCO.13.1.4.1,"4 - 25 + 10 G mm2 Cu / XLPE / PVC, LV",L.M,, 72.00 , 76.00 , 90.00 , 62.00 , 76.00 , 45.00 , 421.00 , 421.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.4.2,"4 - 150 + 35 G mm2 Cu / XLPE / PVC, LV",L.M,, 60.00 , -   , -   , -   , -   ,, 60.00 , 60.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.4.3 New,"4 - 16 + 10 G mm2 Cu / XLPE / PVC, LV",L.M,, 36.00 , -   ,,,,, 36.00 , 36.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5,"Lighting and Branch Wiring (Wiring devices, including junction boxes, conduits, wirings and all pertinent accessories). ",,,  ,  ,  ,  ,  ,, -   ,  
NCO ELECTRICAL,S1.P3.NCO.13.1.5.1,"Single pole switch 20A 230V , WP",Each,, 4.00 , -   , -   , -   , -   , 3.00 , 7.00 , 7.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.2,Single pole switch 20A 230V ,Each,, 36.00 , 39.00 , 39.00 , 38.00 , 39.00 ,, 191.00 , 191.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.3,"Single pole switch, 20 A,  230 V,  2-gang ",Each,, 33.00 , 32.00 , 32.00 , 33.00 , 32.00 ,, 162.00 , 162.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.4,"Single pole switch, 20 A,  230 V,  3-gang ",Each,, 8.00 , 8.00 , 8.00 , 8.00 , 8.00 ,, 40.00 , 40.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.5,"Single pole switch, 20 A, 230 V,  2-way",Each,, 21.00 , 16.00 , 16.00 , 16.00 , 16.00 , 3.00 , 88.00 , 88.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.6,"Single pole switch, 20 A, 230 V,  2-way, 2-gang",Each,, 8.00 , 8.00 , 8.00 , 8.00 , 8.00 ,, 40.00 , 40.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.7,"Single pole switch 20 A,  230 V,  intermediate",Each,, 1.00 , 3.00 , 3.00 , 3.00 , 3.00 ,, 13.00 , 13.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.8,Fan motor switch,Each,, 20.00 , 20.00 , 20.00 , 20.00 , 20.00 ,, 100.00 , 100.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.9,Fan motor switch with overload protection,Each,, 4.00 , 4.00 , 4.00 , 4.00 , 4.00 ,, 20.00 , 20.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.10,Water heater switch,Each,, 24.00 , 24.00 , 24.00 , 24.00 , 24.00 ,, 120.00 , 120.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.11,"Duplex outlet 15A,  230V, WP",Each,, -   , -   , -   , -   , -   ,, -   , -   
NCO ELECTRICAL,S1.P3.NCO.13.1.5.12,"Single outlet 15A, 230V",Each,, 106.00 , 108.00 , 108.00 , 108.00 , 108.00 ,, 538.00 , 538.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.13,"Duplex outlet 15A,  230V",Each,, 39.00 , 36.00 , 36.00 , 37.00 , 36.00 ,, 184.00 , 184.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.14,"Single outlet 15A, 230V with GFCI",Each,, 4.00 , 4.00 , 4.00 , 4.00 , 4.00 ,, 20.00 , 20.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.15, Push Button Switch,Each,, 4.00 , 4.00 , 4.00 , 4.00 , 4.00 ,, 20.00 , 20.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.16,Bell/Chime,Each,, 4.00 , 4.00 , 4.00 , 4.00 , 4.00 ,, 20.00 , 20.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.17,"Special Purpose Outlet 20A,  230V ",Each,, 13.00 , 12.00 , 12.00 , 12.00 , 12.00 ,, 61.00 , 61.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.18,Photocell,Each,, -   , -   , -   , -   , -   , 1.00 , 1.00 , 1.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.19,Unfused Safety Switch (UFSS),,,  ,  ,  ,  ,  ,, -   ,  
NCO ELECTRICAL,S1.3.NC.13.1.5.19.1,"30 A, 2 P, 230 V, 60 Hz, WP",Each,, -   , -   , -   , -   , -   , 181.00 , 181.00 , 181.00 
NCO ELECTRICAL,S1.3.NC.13.1.5.19.2,"60 A, 3 P, 400 V, 60 Hz, WP",Each,, -   , -   , -   , -   , -   , 2.00 , 2.00 , 2.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.5.20,"CB, 15AT, 100AF, 1P,  230V,  in lockable NEMA1 enclosure ",Each,, 1.00 , -   , -   , -   , -   ,, 1.00 , 1.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6,"Interior Lighting (Lighting fixtures, including junction boxes, conduits, wirings and all pertinent accessories). ",,,  ,  ,  ,  ,  ,, -   ,  
NCO ELECTRICAL,S1.P3.NCO.13.1.6.1,Type D4,Each,, 8.00 , 8.00 , 8.00 , 8.00 , 8.00 ,, 40.00 , 40.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.2,Type E3,Each,, 44.00 , 40.00 , 40.00 , 40.00 , 40.00 ,, 204.00 , 204.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.3,Type E4,Each,, 40.00 , 45.00 , 45.00 , 45.00 , 45.00 , 3.00 , 223.00 , 223.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.4,Type E7,Each,, 7.00 , 8.00 , 8.00 , 7.00 , 8.00 ,, 38.00 , 38.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.5,Type H8,Each,, 20.00 , 20.00 , 20.00 , 20.00 , 20.00 ,, 100.00 , 100.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.6,Type J2,Each,, 4.00 , -   , -   , -   , -   ,, 4.00 , 4.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.7,Type K2,Each,, 20.00 , 20.00 , 20.00 , 20.00 , 20.00 ,, 100.00 , 100.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.8,Type K3,Each,, 13.00 , 10.00 , 10.00 , 12.00 , 10.00 ,, 55.00 , 55.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.9,Type K4,Each,, 18.00 , 18.00 , 18.00 , 18.00 , 18.00 ,, 90.00 , 90.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.10,Type M2,Each,, 24.00 , -   , -   , -   , -   , 1.00 , 25.00 , 25.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.11,Type N5,Each,, -   , -   , -   , -   , -   , 7.00 , 7.00 , 7.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.12,Type V7,Each,, 8.00 , 8.00 , 8.00 , 8.00 , 8.00 ,, 40.00 , 40.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.13,Type V8,Each,, 8.00 , 8.00 , 8.00 , 8.00 , 8.00 ,, 40.00 , 40.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.14,Type V9,Each,, 8.00 , 8.00 , 8.00 , 8.00 , 8.00 ,, 40.00 , 40.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.15,Emergency Pack Type E3,Each,, 4.00 , -   , -   , -   , -   ,, 4.00 , 4.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.16,Emergency Pack Type E4,Each,, 2.00 , 4.00 , 4.00 , 4.00 , 4.00 , 3.00 , 21.00 , 21.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.17,Emergency Pack Type E7,Each,, 2.00 , -   , -   , 1.00 , -   ,, 3.00 , 3.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.18,Emergency Pack Type K2,Each,, 8.00 , 8.00 , 8.00 , 8.00 , 8.00 ,, 40.00 , 40.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.19,Emergency Pack Type K3,Each,, -   , 4.00 , 4.00 , 4.00 , 4.00 ,, 16.00 , 16.00 
NCO ELECTRICAL,S1.P3.NCO.13.1.6.20,Emergency Pack Type K4,Each,, 9.00 , 8.00 , 8.00 , 8.00 , 8.00 ,, 41.00 , 41.00 
NCO ELECTRICAL,S1.P3.NCO.13.2,"Grounding and Lightning Protection System (including conduits,  exothermic bonding, boxes, testing and all pertinent accessories",,,  ,  ,  ,  ,  ,, -   ,  
NCO ELECTRICAL,S1.P3.NCO.13.2.1,Air Terminal (600 mm ht),Each,, -   , -   , -   , -   , -   , 39.00 , 39.00 , 39.00 
NCO ELECTRICAL,S1.P3.NCO.13.2.2,Grounding Electrode assembly w/cast iron cover inspection pit,Each,, 5.00 , -   , -   , -   , -   ,, 5.00 , 5.00 
NCO ELECTRICAL,S1.P3.NCO.13.2.3,Grounding Electrode,Each,, 5.00 , -   , -   , -   , -   ,, 5.00 , 5.00 
NCO ELECTRICAL,S1.P3.NCO.13.2.4,"Cables, including trench excavation and backfilling",,,  ,  ,  ,  ,  ,, -   ,  
NCO ELECTRICAL,S1.P3.NCO.13.2.4.1,10 mm2 Cu / PVC / PVC,L.M,, 20.00 , -   , -   , -   , -   ,, 20.00 , 20.00 
NCO ELECTRICAL,S1.P3.NCO.13.2.4.2,"16 mm2,  BCW",L.M,, -   , -   , -   , -   , -   , 325.00 , 325.00 , 325.00 
NCO ELECTRICAL,S1.P3.NCO.13.2.4.3,"50 mm2,  BCW",L.M,, 340.00 , -   , -   , -   , -   , 395.00 , 735.00 , 735.00 
NCO ELECTRICAL,S1.P3.NCO.13.2.4.4,"95 mm2,  BCW",L.M,, 15.00 , -   , -   , -   , -   ,, 15.00 , 15.00 
NCO ELECTRICAL,S1.P3.NCO.13.3,"Fire Alarm System (including wires, conduit, boxes, testing and all pertinent accessories)",,,  ,  ,  ,  ,  ,, -   ,  
NCO ELECTRICAL,S1.P3.NCO.13.3.1,"Fire Alarm Control Panel,  2 - loop capacity intelligent soft addressable",Each,, 1.00 , -   , -   , -   , -   ,, 1.00 , 1.00 
NCO ELECTRICAL,S1.P3.NCO.13.3.2,Addressable heat detector,Each,, 4.00 , 4.00 , 4.00 , 4.00 , 4.00 ,, 20.00 , 20.00 
NCO ELECTRICAL,S1.P3.NCO.13.3.3,Addressable fire alarm horn,Each,, 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,, 25.00 , 25.00 
NCO ELECTRICAL,S1.P3.NCO.13.3.4,Addressable fire alarm manual station,Each,, 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,, 25.00 , 25.00 
NCO ELECTRICAL,S1.P3.NCO.13.3.5,"Addressable smoke detector, Optical type",Each,, 29.00 , 25.00 , 25.00 , 26.00 , 25.00 , 3.00 , 133.00 , 133.00 
NCO ELECTRICAL,S1.P3.NCO.13.3.6,Interface Unit,Each,, -   , -   , -   , -   , -   , 2.00 , 2.00 , 2.00 
NCO ELECTRICAL,S1.P3.NCO.13.3.7,Pull Box,Each,, -   , 1.00 , 1.00 , 1.00 , -   ,, 3.00 , 3.00 
NCO ELECTRICAL,S1.P3.NCO.13.4,"Telephone System (including wires, conduits, uPVC sleeves, boxes, testing and all pertinent accessories)",,,  ,  ,  ,  ,  ,, -   ,  
NCO ELECTRICAL,S1.P3.NCO.13.4.1,Telephone Terminal Cabinet with 50 pairs capacity,Each,, 1.00 , -   , -   , -   , -   ,, 1.00 , 1.00 
NCO ELECTRICAL,S1.P3.NCO.13.4.2,Telephone Terminal Cabinet with 100 pairs capacity,Each,, 1.00 , -   , -   , -   , -   ,, 1.00 , 1.00 
NCO ELECTRICAL,S1.P3.NCO.13.4.3,"RJ45A Telephone outlet, flush wall mounted",Each,, 16.00 , 16.00 , 16.00 , 16.00 , 16.00 ,, 80.00 , 80.00 
NCO ELECTRICAL,S1.P3.NCO.13.4.4,Pull Box,Each,, 8.00 , 8.00 ,,,,, 16.00 , 16.00 
NCO ELECTRICAL,S1.P3.NCO.13.5,"MSTelevision System (including cables, conduit, boxes, testing and all pertinent accessories)",,,  ,  ,  ,  ,  ,, -   ,  
NCO ELECTRICAL,S1.P3.NCO.13.5.1,"Splitter, 24- way",Each,, -   , -   , -   , -   , -   , 2.00 , 2.00 , 2.00 
NCO ELECTRICAL,S1.P3.NCO.13.5.2,"Splitter, 12- way",Each,, -   , -   , -   , -   , -   , 1.00 , 1.00 , 1.00 
NCO ELECTRICAL,S1.P3.NCO.13.5.3,"Television Outlet, flush wall mounted",Each,, 12.00 , 12.00 , 12.00 , 12.00 , 12.00 ,, 60.00 , 60.00 
NCO ELECTRICAL,S1.P3.NCO.13.6,"Video Intercom System (including cables, conduit, boxes, testing and all pertinent accessories)",,,  ,  ,  ,  ,  ,, -   ,  
NCO ELECTRICAL,S1.P3.NCO.13.6.1,"Main Intercom Unit, 24 unit capacity with 12 VDC Power Source",Each,, 1.00 , -   , -   , -   , -   ,, 1.00 , 1.00 
NCO ELECTRICAL,S1.P3.NCO.13.6.2,"Intercom Outlet, flush wall mounted",Each,, 8.00 , 8.00 , 8.00 , 8.00 , 8.00 ,, 40.00 , 40.00 
SITE WORK ELECTRICAL,,,,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3,Electrical Service and Distribution (including testing).,,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.1,Electrical Branch Circuit Panelboard,,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.1.1,"Panelboard ""LPA"", including lighting contactor, 20A, 1P, 230V coil voltage 230V, auto-off-hand switch and a fuse.",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.2,"Wires and Cables, including PVC conduits",,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.2.1,"1 - 4 + 4 N - 4 G mm2 Cu / XLPE / PVC, LV",L.M,,,,,,, 10.00 , 10.00 , 10.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.2.2,"3 - 150 + 70 N - 35 G mm2 Cu / XLPE / PVC, LV",L.M,,,,,,, 20.00 , 20.00 , 20.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.3,"Lighting and Branch Wiring (Wiring devices, including junction boxes, conduits, wirings and all pertinent accessories). ",,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.3.1,"Single pole switch, 20 A,  230 V,  2-gang ",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.3.2,"Fan motor switch, WP",EACH,,,,,,, 3.00 , 3.00 , 3.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.3.3,"Duplex outlet 13A, 230V, WP",EACH,,,,,,, 2.00 , 2.00 , 2.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.3.4,Photocell,EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.3.5,Unfused Safety Switch (UFSS),,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.1.S.19.4.3.3.5.1,"30 A, 2 P,  230 V, 60 Hz, WP",EACH,,,,,,, 3.00 , 3.00 , 3.00 
SITE WORK ELECTRICAL,S1.1.S.19.4.3.3.5.2,"CB, 15AT, 100AF, 1P,  230V,  in lockable NEMA1 enclosure ",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.4,"Interior Lighting (Lighting fixtures, including junction boxes, conduits, wirings and all pertinent accessories). ",,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.4.1,Type G4,EACH,,,,,,, 14.00 , 14.00 , 14.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.4.2,Emergency Pack Type G4,EACH,,,,,,, 2.00 , 2.00 , 2.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.4.3,"Type  R10 with 3 m pole, including civil/structural work, ground wires and rod.",EACH,,,,,,, 12.00 , 12.00 , 12.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.5,"Grounding and Lightning Protection System (including conduits,  exothermic bonding, boxes, testing and all pertinent accessories",,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.5.1,Grounding Electrode assembly w/cast iron cover inspection pit,EACH,,,,,,, 5.00 , 5.00 , 5.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.5.2,Grounding Electrode,EACH,,,,,,, 4.00 , 4.00 , 4.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.5.3,"Cables, including trench excavation and backfilling",,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.1.S.19.4.3.5.3.1,"35 mm2,  BCW",L.M,,,,,,, 135.00 , 135.00 , 135.00 
SITE WORK ELECTRICAL,S1.1.S.19.4.3.5.3.2,"50 mm2,  BCW",L.M,,,,,,, 355.00 , 355.00 , 355.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.6,"Fire Alarm System (including wires, conduit, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.6.1,"Fire Alarm Control Panel,  2 - zone capacity",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.6.2,Interface Unit,EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.6.3,Heat detector,EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.6.4,Fire alarm manual station with line resistor,EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.19.4.3.6.5,Fire alarm bell with flashing light and line resistor,EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21,SITE ELECTRICAL UTILITIES,,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.21.1,Site Electrical Distribution (including testing and commissioning),,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.21.1.1,"Provision for required Equipment/materials at the Power Tapping Point, refer to Notes 3 & 4 of Drwg. No. 1-XE-E-05",LUMSUM,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.2,"Power Connection Fees to Saudi Electric Company, refer to Note 4a of Drwg. No. 1-XE-E-05",KVA,,,,,,," 32,000.00 "," 32,000.00 "," 32,000.00 "
SITE WORK ELECTRICAL,S1.P1.SW.21.1.3," Substation Packaged Type (Pad mounted) as shown on dwg nos. 1-XE-E-05 and 1-XE-E-12, including civil/structural works related thereto.",,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.21.1.3.1,"Ring Main Unit (RMU) SF-6 type (with fuse) 13.8 KV, 3 PH, 60Hz, fault level 500MVA,  Oil immersed type transformer 100 KVA, 13.8 KV-400Y/230 V, 3 PH,  4W, 60Hz  and LV switchgear panel",EACH,,,,,,, 2.00 , 2.00 , 2.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.3.2,"Ring Main Unit (RMU) SF-6 type (with circuit breaker) 13.8 KV, 3 PH, 60Hz, fault level 500MVA,  Oil immersed type transformer 1500 KVA, 13.8 KV-400Y/230 V, 3 PH,  4W, 60Hz  and LV switchgear panel",EACH,,,,,,, 6.00 , 6.00 , 6.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.3.3,"Ring Main Unit (RMU) SF-6 type (with fuse) 13.8 KV, 3 PH, 60Hz, fault level 500MVA,  Oil immersed type transformer 300 KVA, 13.8 KV-400Y/230 V, 3 PH,  4W, 60Hz  and LV switchgear panel",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.4,"Switching Station - 1, SF-6 type, 13.8kV, 3 Ph, 60 Hz, fault level = 500 MVA, (1sec), weatherproof (outdoor type).",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.5,"Switching Station - 2, SF-6 type, 13.8kV, 3 Ph, 60 Hz, fault level = 500 MVA, (1sec), weatherproof (outdoor type).",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.6,"Handhole for Power (600 mm x 600 mm x 1000 mm), including grounding rod and wires.",EACH,,,,,,, 25.00 , 25.00 , 25.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.7,"Manhole for Power, including grounding rod and wires.",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8,"Wires And Cables, including UPVC sleeves",,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.1,"1 - 4 + 4 N - 4 G mm2 Cu / XLPE / RSWA / PVC, D.B.,  600/1000 V",L.M,,,,,,, 610.00 , 610.00 , 610.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.2,"4 - 10 + 6 G mm2 Cu / XLPE / RSWA / PVC, D.B.,  600/1000 V",L.M,,,,,,, 253.00 , 253.00 , 253.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.3,"4 - 16 + 10 G mm2 Cu / XLPE / RSWA / PVC, D.B.,  600/1000 V",L.M,,,,,,, 625.00 , 625.00 , 625.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.4,"4 - 25 + 10 G mm2 Cu / XLPE / RSWA / PVC, D.B.,  600/1000 V",L.M,,,,,,, 48.00 , 48.00 , 48.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.5,"4 - 50 + 16 G mm2 Cu / XLPE / RSWA / PVC, D.B.,  600/1000 V",L.M,,,,,,," 1,000.00 "," 1,000.00 "," 1,000.00 "
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.6,"4 - 70 + 16 G mm2 Cu / XLPE / RSWA / PVC, D.B.,  600/1000 V",L.M,,,,,,, 450.00 , 450.00 , 450.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.7,"4 - 95 + 25 G mm2 Cu / XLPE / RSWA / PVC, D.B.,  600/1000 V",L.M,,,,,,, 160.00 , 160.00 , 160.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.8,"4 - 120 + 35 G mm2 Cu / XLPE / RSWA / PVC, D.B.,  600/1000 V",L.M,,,,,,, 400.00 , 400.00 , 400.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.9,"4 - 150 + 35 G mm2 Cu / XLPE / RSWA / PVC, D.B.,  600/1000 V",L.M,,,,,,," 3,400.00 "," 3,400.00 "," 3,400.00 "
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.10,"3 - 120 + 70 N - 35 G mm2 Cu / XLPE / RSWA / PVC, D.B.,  600/1000 V",L.M,,,,,,, 130.00 , 130.00 , 130.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.11,"3 - 50 mm2 Cu / XLPE / SWA / PVC, D.B., 15kV",L.M,,,,,,," 2,410.00 "," 2,410.00 "," 2,410.00 "
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.12,"3 - 185 mm2 Cu / XLPE / SWA / PVC, D.B., 15kV",L.M,,,,,,, 216.00 , 216.00 , 216.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.8.13,"3 - 300 mm2 Cu / XLPE / SWA / PVC, D.B., 15kV",L.M,,,,,,," 25,668.00 "," 25,668.00 "," 25,668.00 "
SITE WORK ELECTRICAL,S1.P1.SW.21.1.9,uPVC Duct- Concrete Encased and A Spare,,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.21.1.9.1,20 mm diameter,L.M,,,,,,, 147.00 , 147.00 , 147.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.9.2,40 mm diameter,L.M,,,,,,, 34.00 , 34.00 , 34.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.9.3,50 mm diameter,L.M,,,,,,, 96.00 , 96.00 , 96.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.9.4,63 mm diameter,L.M,,,,,,, 39.00 , 39.00 , 39.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.9.5,75 mm diameter,L.M,,,,,,, 10.00 , 10.00 , 10.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.9.6,90 mm diameter,L.M,,,,,,, 370.00 , 370.00 , 370.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.9.7,100 mm diameter,L.M,,,,,,, 134.00 , 134.00 , 134.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.1.9.8,125 mm diameter,L.M,,,,,,, 221.00 , 221.00 , 221.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.2,Grounding System (including testing),,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.21.2.1,Grounding Electrode assembly w/cast iron cover inspection pit,EACH,,,,,,, 37.00 , 37.00 , 37.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.2.2,Grounding Electrode,EACH,,,,,,, 18.00 , 18.00 , 18.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.2.3,"Wires, including UPVC sleeves",,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.21.2.3.1,1 - 50 mm2 BCW,L.M,,,,,,, 5.00 , 5.00 , 5.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.2.3.2,1 - 70 mm2 BCW,L.M,,,,,,, 270.00 , 270.00 , 270.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.3,Site Lighting System (including testing),,,,,,,,, -   ,  
SITE WORK ELECTRICAL,S1.P1.SW.21.3.1,"Panelboard ""ESLCPA"", WP including steel bar pedestal on concrete pad.",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.3.2,"Panelboard ""ESLCPB"", WP including steel bar pedestal on concrete pad.",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.3.3,"Panelboard ""SLCPA"", WP including steel bar pedestal on concrete pad.",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.3.4,"Panelboard ""SLCPB"", WP including steel bar pedestal on concrete pad.",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.3.5,"Panelboard ""SLCPC"", WP including steel bar pedestal on concrete pad.",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.3.6,"Panelboard ""SLCPD"", WP including steel bar pedestal on concrete pad.",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.3.7,"Panelboard ""SLCPL"", WP including steel bar pedestal on concrete pad.",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.3.8,"Panelboard ""SLCPM"", WP including steel bar pedestal on concrete pad.",EACH,,,,,,, 1.00 , 1.00 , 1.00 
SITE WORK ELECTRICAL,S1.P1.SW.21.3.9,"Panelboard ""SLCPN"", WP including steel bar pedestal on concrete pad.",EACH,,,,,,, 1.00 , 1.00 , 1.00 
